,Unnamed: 0,ZoneID,Zonname,District,Area,poptotalD,less14D,less64D,more64D,localpopD,ParkD,IndustrialD,TransportationD,ResidenceD,CommercialD,PublicD,POID,Diversity,PGDP,Aprice,RoadDensity,Residential ratio,Commercial ratio,Industrial ratio,Distance to city center
17,17,17,驷马桥街道,金牛区,2.5806,45043.40076,3926.993722,36130.35728,4986.049756,24944.19902,1.550027125,1.937533907,11.23769666,60.45105789,531.2717973,60.83856467,652.5614198,0.6652377429999999,12.48922896,14679,7.2025127410000005,0.0926365795705901,0.8141330167248113,0.0029691211404955,5196
18,18,18,黄忠街道,金牛区,1.18546,33042.86943,3618.84838,26419.280280000003,3004.740776,13830.0744,1.6871088019999998,0.0,14.34042481,45.55193764,124.0024969,30.36795843,199.922393,0.890386702,12.48922896,17087,2.649563907,0.2278481012379638,0.6202531644366621,0.0,8210
19,19,19,西安路街道,金牛区,2.07078,42023.29557,3172.717527,33693.10115,5157.476893,22850.80984,0.965819643,1.448729464,11.58983571,54.0859,585.2867036,147.2874955,786.6600991,0.665383001,12.48922896,15152,5.56440549,0.0687538367102621,0.7440147330080847,0.0018416206258045,3962
20,20,20,抚琴街道,金牛区,3.25976,32749.03674,2514.602302,26501.03075,3733.403686,18678.675730000003,1.227084203,2.7609394560000005,10.12344467,73.93182320000001,746.6807372000001,123.9355045,944.5480649,0.646607348,12.48922896,14164,8.765957317,0.0782721662849706,0.7905164013850917,0.0029230269571218,4986
21,21,21,茶店子街道,金牛区,3.92251,23500.5137,2470.356991,18820.60211,2209.554596,11933.17544,1.019755208,0.0,14.78645051,69.85323173,359.7186495,49.20318877,478.77507,0.76932119,12.48922896,15912,5.214243628,0.1458998935136702,0.7513312033978712,0.0,7268
22,22,22,金泉街道,金牛区,13.8618,6012.422629,742.7606804,4945.389488000001,324.272461,1905.01955,0.288562813,1.082110548,6.420522587000001,10.89324619,60.3096279,14.28385924,85.48673332,0.852649526,12.48922896,15520,4.890723718,0.1274261603753605,0.705485232126542,0.0126582278439552,13944
23,23,23,荷花池街道,金牛区,3.29055,19067.32917,1703.970461,15083.19278,2280.16593,8900.335809999999,0.607801127,3.646806765,9.117016912,39.50707329,749.1148896000001,49.83969245,838.4616553,0.533745751,12.48922896,15510,9.359161294,0.0471185212111631,0.89343965208757,0.0043494019576782,5122
24,24,24,五块石街道,金牛区,3.05648,16819.34775,2028.477203,13968.028580000002,822.841962,4476.391143,1.308694969,3.926084908,5.889127362000001,33.04454798,226.077056,22.57498822,281.6965922,0.7604632659999999,12.48922896,14206,3.921805648,0.1173054587630187,0.8025551684327404,0.0139372822274418,9135
25,25,25,沙河源街道,金牛区,9.6596,12808.70844,1718.911756,10514.20349,575.5931922999999,2896.496749,0.414095822,8.696012257000001,4.037434262,6.729057104,83.54383204,17.49554847,107.7684376,0.8323858759999999,12.48922896,12452,6.163355237,0.0624399615866751,0.7752161384215892,0.0806916426614317,12587
26,26,26,营门口街道,金牛区,3.21851,28230.76517,3073.161183,23642.92794,1514.676046,8495.235373,1.864216672,3.107027786,9.942488916,59.96563627,314.1205092,54.37298626,428.4591317,0.772381063,12.48922896,16837,7.68322724,0.1399564902073016,0.7331399565546941,0.0072516316169344,7141
27,27,27,西华街道,金牛区,11.4343,9759.757921,817.8900326,8620.204123,321.663766,1944.587775,0.262368488,4.985001268,4.197895805,4.460264293,61.48168231,11.19438881,77.13633541,0.8437378740000001,12.48922896,18045,2.4845204080000003,0.057823129259285,0.7970521542565979,0.0646258503402242,12369
28,28,28,九里堤街道,金牛区,5.85688,11695.98831,1189.7119289999998,9633.62746,872.6489188999999,6814.378987,1.7073936980000002,9.219925967,8.366229119,45.92889047,361.2845064,43.36779992,450.5811968,0.774440828,12.48922896,13535,7.661367605,0.1019325502177724,0.8018188707514213,0.0204622963241239,8036
29,29,29,书院街街道,锦江区,1.30233,36916.91046,2955.472115,29263.70428,4697.734061,23573.13431,1.535709075,0.0,16.12494529,122.856726,610.4443574000001,122.856726,856.1578095000001,0.76291761,15.52820447,21446,7.556203873999999,0.1434977578161073,0.7130044842509843,0.0,3828
30,30,30,督院街街道,锦江区,1.05635,24316.75108,2312.680456,19166.94277,2837.127846,14245.27855,0.946655938,0.0,11.35987125,85.19903441,522.5540777,77.62578691,685.378899,0.72297234,15.52820447,28374,12.28295754,0.1243093922709166,0.762430939240223,0.0,2265
31,31,31,牛市口街道,锦江区,1.05366,44360.60968,3404.323975,35504.8118,5451.47391,27624.660710000004,0.949072756,1.898145512,9.490727559,57.89343811,442.26790430000005,74.02767496,574.1890172999999,0.690180813,15.52820447,16873,9.662467643,0.10082644628459,0.7702479339985804,0.0033057851244275,4890
32,32,32,龙舟路街道,锦江区,1.60993,28113.02355,2392.650612,22762.48036,2957.892579,14951.58175,2.484580075,0.0,10.55946532,90.68717273,320.5108297,79.5065624,490.7045648,0.8142841820000001,15.52820447,18965,11.77395006,0.1848101265717021,0.6531645570296108,0.0,5632
33,33,33,春熙路街道,锦江区,0.790259,28112.30242,1814.594962,22710.276,3587.431462,15208.93783,2.530815846,0.0,15.18489508,70.8628437,1459.015335,169.5646617,1699.442841,0.580918525,15.52820447,13922,5.894438892999999,0.0416976917318986,0.8585256884200202,0.0,2404
34,34,34,莲新街道,锦江区,1.2393,48309.52957,4642.943597,38961.51053,4705.075446,29036.55289,0.0,0.0,17.75195675,104.0910191,600.338901,107.3186476,811.7485677,0.8455664690000001,15.52820447,18610,8.789437989,0.1282306162792875,0.7395626243000268,0.0,4853
35,35,35,沙河街道,锦江区,2.07997,6591.441223,547.6040519999999,5353.923374,689.9137967999999,3250.527652,0.480776165,0.0,7.692418641000001,6.250090146000001,21.63492743,13.46173262,41.34675019,0.927722995,15.52820447,18376,5.822057373,0.1511627907218601,0.5232558140744169,0.0,6808
36,36,36,三圣街道,锦江区,17.5448,1394.77224,182.9031964,1124.378733,87.49031052,854.7261867000001,0.68396334,0.170990835,3.020838083,1.652911404,25.19264967,5.072728102,31.91828918,0.8496454170000001,15.52820447,18504,4.42909417,0.0517857142868332,0.7892857141536808,0.0053571428604996,17287
37,37,37,盐市口街道,锦江区,0.6356350000000001,17637.480630000002,1061.930196,14697.11391,1878.436524,6780.620954000001,0.0,0.0,6.292919679,23.5984488,1384.442329,100.6867149,1508.727493,0.440410376,15.52820447,18994,10.15258471,0.0156412930164586,0.9176225232345522,0.0,1069
38,38,38,水井坊街道,锦江区,1.06086,25700.84648,1858.869219,20472.06983,3369.907434,15836.20836,1.8852629,1.8852629,8.48368305,99.9189337,381.7657372,92.3778821,574.062553,0.7349073909999999,15.52820447,19225,7.575347234,0.174055829243403,0.6650246305126961,0.0032840722498755,3464
39,39,39,双桂路街道,锦江区,2.6708,9129.848734,727.8717987000001,7488.018571,913.9583645,5223.90295,0.37441965,0.0,10.10933054,19.84424143,96.22584993,21.34192002,137.4120114,0.8575862320000001,15.52820447,25129,9.935857453,0.1444141689494256,0.7002724794551692,0.0,5985
40,40,40,合江亭街道,锦江区,1.17497,38375.44788,2579.640331,31362.50287,4433.304679999999,19425.17681,5.106513358,0.0,12.76628339,142.982374,545.5458437000001,89.36398376,777.8922014999999,0.7873115340000001,15.52820447,22208,8.839209043,0.1838074398024415,0.7013129102567563,0.0,2440
41,41,41,东光街道,锦江区,2.6651700000000003,24619.81787,2714.648597,19542.84342,2362.325855,13909.05646,3.0016846960000003,0.0,7.504211739,71.66522211,328.30926360000007,43.52442809,443.4989138,0.776995415,15.52820447,19765,4.086517156,0.1615905245312914,0.7402707275807539,0.0,7458
42,42,42,狮子山街道,锦江区,3.08805,20992.53574,1099.3992970000002,18776.57421,1116.562232,9763.766778,0.647657907,0.0,9.391039653,18.1344214,98.44400188,33.03055326,149.60897649999998,0.8761161709999999,15.52820447,19328,6.981228258,0.1212121212526308,0.6580086581903728,0.0,8902
43,43,43,成龙路街道,锦江区,13.5344,8404.509989,955.9345076,6851.061,597.5144816000001,3452.535761,0.960515427,0.295543208,8.570753044,16.40264807,60.06915711,16.77207708,93.24388226,0.857921293,15.52820447,16309,7.325694225,0.1759112520032475,0.6442155308645768,0.0031695721031425,9874
44,44,44,柳江街道,锦江区,9.90465,5274.997097,547.520609,4411.867153,315.609335,2035.407612,0.403850717,2.221178941,3.129843054,6.158723427999999,40.1831463,11.20685739,57.54872711,0.907098233,15.52820447,15056,3.888494447,0.1070175438672704,0.6982456140722796,0.0385964912265459,11506
45,45,45,黄土镇,龙泉驿区,31.1515,856.1064475,123.4932507,640.7075101,91.90568672,798.9984431,0.0,0.160505915,1.6692615119999998,0.064202366,0.642023659,1.155642585,1.86186861,0.6940985609999999,15.75114243,11496,1.6465556680000002,0.0344827586947717,0.3448275864106222,0.0862068967369292,27301
46,46,46,大面街道,龙泉驿区,61.7778,2098.957878,210.6905717,1762.2349780000002,126.0323288,975.4636779,0.145683401,0.485611336,3.285970041,1.732013765,16.30035385,3.739207288,21.7715749,0.874992247,15.75114243,13873,3.162106288,0.0795539033329187,0.7486988848932561,0.0223048327110226,16527
47,47,47,同安街道,龙泉驿区,59.8901,828.0500450000001,78.27671017,688.4777284,61.29560645,407.1123608,0.066789002,0.083486252,1.45266079,0.851559774,4.007340111,1.836697551,6.695597436,0.87363199,15.75114243,7621,1.141877617,0.1271820449391784,0.5985037406003333,0.0124688278825011,32892
48,48,48,洪安镇,龙泉驿区,20.5432,736.0586471,108.5517349,543.5375209,83.96939133,673.2641457999999,0.0,0.24338954,1.3143035159999998,0.0,6.668873398,0.8275244359999999,7.496397835,0.886278241,15.75114243,11496,0.830045516,0.0,0.8896103895211692,0.0324675324545392,32375
49,49,49,西河镇,龙泉驿区,43.8353,1312.640726,176.4331486,1023.74114,112.4664369,1015.688269,0.068437994,0.8440685929999999,1.80220051,0.296564641,5.497852188,2.09876515,7.893181978999999,0.8689301690000001,15.75114243,11723,2.5869408430000003,0.0375722543568636,0.696531791947426,0.1069364161684938,20722
50,50,50,柏合镇,龙泉驿区,72.3608,907.4526539,113.4177621,719.0080817,75.02681009999999,592.0470752,0.055278549,0.2487534689999999,2.252600856,0.442228389,3.952416225,1.368144078,5.762788692000001,0.8209476000000001,15.75114243,10023,1.606489873,0.0767386091414229,0.6858513189086405,0.0431654676745867,29370
51,51,51,茶店镇,龙泉驿区,57.6852,238.6747381,37.16724567,168.44875290000002,33.0587395,224.112944,0.0,0.0,1.196147365,0.0,0.6934187629999999,0.3813803189999999,1.074799082,0.641484244,15.75114243,11496,0.788619684,0.0,0.6451612907127511,0.0,43322
52,52,52,洛带镇,龙泉驿区,42.7096,683.265589,95.90349711,511.4540993,75.90799258,492.2780827,0.210725458,0.304381216,1.498492142,0.6555903120000001,26.12995673,2.083840635,28.86938768,0.701124778,15.75114243,20507,0.851954723,0.0227088402174243,0.9051094889727151,0.0105433900910502,34415
53,53,53,龙泉街道,龙泉驿区,53.4325,4657.315304,557.3574136,3722.378702,377.5791887,2574.163664,0.26201282,0.7111776540000001,6.157301267999999,7.355074159,49.10868853,11.62214008,68.08590277,0.8472819229999999,15.75114243,10235,2.294160196,0.1080263881327397,0.72127542607305,0.0104452996151408,23803
54,54,54,万兴乡,龙泉驿区,53.723,155.07324609999998,25.20335797,109.2269605,20.64292761,151.7227258,0.0,0.0,0.6328760489999999,0.0744560059999999,0.26059602,0.577034045,0.912086071,0.7131023790000001,15.75114243,11496,0.748011751,0.081632653284977,0.285714285401032,0.0,44373
55,55,55,山泉镇,龙泉驿区,35.0769,358.2984813,55.05047481,263.6207875,39.62721905,327.0528467,0.028508791,0.0,3.021931813,0.0855263719999999,1.796053813,0.598684604,2.48026479,0.4874887189999999,15.75114243,5478,1.553588027,0.0344827585928839,0.7241379308537457,0.0,31791
56,56,56,十陵街道,龙泉驿区,26.309,4190.467141,502.94576,3373.104261,314.41711960000004,2303.584325,0.2280588389999999,1.444372648,2.888745296,2.546657038,43.6732677,6.651716143,52.87164088,0.8165282509999999,15.75114243,11327,3.240937549,0.0481667864967538,0.8260244428411619,0.0273184759156277,14826
57,57,57,唐昌镇,郫都区,50.9683,918.0412139,105.7520066,695.5303591,116.7588481,852.5102857999999,0.039240077,0.412020805,1.29492253,0.176580345,2.7075652910000003,1.706943335,4.5910889710000005,0.860212387,8.045157869,9860,1.092554063,0.038461538453161,0.5897435898329491,0.0897435897240424,46262
58,58,58,古城镇,郫都区,17.3601,1504.426818,119.2389445,1268.36827,116.81960359999998,878.0479375,0.11520671,0.11520671,0.921653677,0.864050322,4.205044902,2.476944257,7.546039481,0.917861797,8.045157869,9860,2.569875324,0.1145038167605102,0.5572519084465151,0.0152671756210759,42576
59,59,59,友爱镇,郫都区,46.2368,854.1681085000001,99.12018133,648.9419682999999,106.10595890000002,793.0695896000001,0.043255589,0.194650149,1.016506333,0.454183681,2.119523842,0.95162295,3.525330473,0.908082119,8.045157869,5647,1.729466994,0.1288343559500386,0.6012269936770833,0.0552147239785879,34277
60,60,60,合作镇,郫都区,24.2247,5783.972557,247.7636462,5366.877608,169.3313023,1953.914806,0.247681086,0.123840543,3.178573935,1.362245972,7.925794747,3.880337011,13.16837773,0.8719254009999999,8.045157869,8909,4.866178795,0.1034482758568317,0.6018808777746081,0.009404388721161,23303
61,61,61,团结镇,郫都区,29.8506,2524.237369,169.5108306,2233.355443,121.3710947,1080.949797,0.100500492,1.876009192,1.909509357,1.574507715,20.368099800000003,4.2880210110000005,26.23062853,0.863916349,8.045157869,9860,1.632576169,0.0600255427809987,0.7765006384313279,0.0715197956409777,32188
62,62,62,花园镇,郫都区,23.2341,878.4071687999999,102.9951666,664.1531198,111.2588824,831.7085662999999,0.0,0.215200933,0.8177635459999999,0.172160746,2.840652317,1.893768211,4.906581275,0.912139843,8.045157869,9860,0.976807133,0.0350877191981294,0.5789473683995991,0.0438596490995657,45109
63,63,63,唐元镇,郫都区,24.7499,903.9632483,105.6569926,691.3159245,106.9903313,833.9427634,0.0,0.121212611,0.565658851,0.3232336289999999,0.88889248,1.292934517,2.505060627,0.931338044,8.045157869,9860,1.315811728,0.1290322579486217,0.3548387094585076,0.0483870967806321,47708
64,64,64,德源镇,郫都区,18.4924,1710.324241,194.0797301,1340.44256,175.8019511,1316.703078,0.2163050769999999,0.108152538,1.568211806,2.163050767,10.11226233,1.94674569,14.22205879,0.8850728379999999,8.045157869,5444,1.682433803,0.1520912547852012,0.7110266157182719,0.0076045627146504,29211
65,65,65,犀浦镇,郫都区,27.3193,4514.903383,323.1781195,3968.183665,223.5415988,1841.372217,0.256229113,1.610582994,4.319290758,9.88312292,66.3633402,12.92126811,89.16773124,0.83647051,8.045157869,11892,3.935523349,0.1108374384159109,0.7442528735129451,0.0180623973673281,15556
66,66,66,安德镇,郫都区,38.3011,957.1526666,108.5869596,736.5062622,112.05944479999998,794.3374994,0.052217821,0.36552475,1.749297018,0.548287125,4.673495017,2.375910875,7.597693017,0.886621533,8.045157869,4661,1.946420667,0.0721649484617496,0.6151202748706687,0.0481099656411664,40616
67,67,67,三道堰镇,郫都区,19.1673,1009.844892,110.0311468,774.9656967999999,124.8480485,840.3374497000001,0.469549702,0.208688756,0.991271593,1.982543186,4.382463884,2.347748509,8.712755579,0.969662245,8.045157869,9055,2.135156438,0.227544910220877,0.5029940119705497,0.0239520957643978,38767
68,68,68,新民场镇,郫都区,18.2748,869.9958412999998,103.7494254,660.1987436000001,106.0476722,776.5885262999999,0.1094403219999999,0.3830411279999999,0.930242739,0.875522578,2.845448377,2.188806444,5.909777397999999,0.962664319,8.045157869,9860,1.94964872,0.1481481482358872,0.4814814815128169,0.064814814874352,33939
69,69,69,郫筒镇,郫都区,37.5889,3436.86567,340.6590775,2756.558452,339.6481408,2285.116085,0.3724503779999999,0.50546837,3.059413816,8.380133497000001,50.46702617,11.57256531,70.41972497,0.8198089590000001,8.045157869,8573,3.303329594,0.1190026445086242,0.7166603702513721,0.0071779372926454,27869
70,70,70,红光镇,郫都区,40.087,1566.268366,133.1354304,1328.186195,104.9467408,721.5805623,0.124728715,0.972883977,2.444682815,3.766807194,40.33726645,6.311272981,50.41534662,0.806581683,8.045157869,9442,3.032406556,0.0747154873771251,0.8000989610175172,0.0192973775293662,23905
71,71,71,安靖镇,郫都区,22.1604,4812.683887,367.276764,4257.639754,187.7673688,1082.02018,0.270753236,10.15324633,2.301402502,2.842908973,65.34178083,12.996155300000002,81.18084511,0.749962818,8.045157869,8380,2.489096966,0.0350194552563213,0.8048916064061901,0.1250694830318944,17723
72,72,72,弥牟镇,青白江区,23.016,1329.20577,136.6875217,1042.188043,150.3302051,1202.20716,0.0,0.56482447,1.868265554,0.130344108,4.257907543,2.042057699,6.43030935,0.882306183,8.746128091000001,7000,0.953302116,0.0202702702009196,0.6621621622294113,0.0878378378483455,38197
73,73,73,大同镇,青白江区,19.7971,1137.9444460000002,131.0292922,882.2504306,124.6647236,918.8214435,0.101024898,0.656661834,2.374085093,0.808199181,2.071010401,1.515373464,4.394583045,0.867286157,8.746128091000001,7000,2.7448800330000003,0.1839080460476313,0.471264367925945,0.1494252872857019,42018
74,74,74,龙王镇,青白江区,25.3174,819.0019512,126.9087663,602.9845087,89.10867625,769.4707987,0.0,0.157994107,0.434483794,0.078997053,1.421946961,1.026961694,2.527905709,0.915394227,8.746128091000001,7000,0.657744449,0.0312499998392938,0.5624999998763799,0.062500000074172,36286
75,75,75,清泉镇,青白江区,62.1368,490.9007223,76.60516795,352.1745568,62.12099754,444.10075830000005,0.0,0.064374091,0.949517838,0.032187045,1.223107724,0.547179771,1.80247454,0.7367584070000001,8.746128091000001,7000,1.452139892,0.0178571426590025,0.6785714288091971,0.0357142858727979,39371
76,76,76,红阳街道,青白江区,12.2679,4745.147906,549.0752288,3749.052405,447.0202724,3131.342773,0.0,0.570594804,4.972326152,8.314381434,59.58640028,18.25903374,86.15981545,0.867082701,8.746128091000001,7000,2.673080355,0.0964995269613242,0.6915799432576432,0.0066225165527556,38349
77,77,77,城厢镇,青白江区,46.003,1107.992957,139.1648371,835.7933178,133.0348021,1030.976241,0.065213138,0.152163989,0.804295372,0.434754255,2.652000956,1.565115319,4.65187053,0.926062209,8.746128091000001,7000,1.698227507,0.093457943895098,0.5700934578675817,0.0327102803095424,44386
78,78,78,福洪乡,青白江区,38.0149,612.0757913,97.0672026,447.1404633,67.86812539,592.1625468,0.0,0.026305475,0.7102478240000001,0.026305475,0.289360225,0.657636874,0.973302573,0.646025035,8.746128091000001,7000,1.53832425,0.0270270270825637,0.2972972979082015,0.0270270270825637,34030
79,79,79,大弯街道,青白江区,16.7047,4414.865277,527.3366178,3454.536747,432.9919125,3032.020928,0.419043742,0.8979508759999999,5.267978473,8.321011452,69.5612612,13.64885332,91.53112597,0.8220961840000001,8.746128091000001,7000,2.755629445,0.0909090909110773,0.7599738390938097,0.0098103335502975,36959
80,80,80,姚渡镇,青白江区,23.5349,702.4461544,86.42484141,537.2446877,78.77662535,660.0410454,0.042490089,0.084980178,0.807311695,0.084980178,1.402172943,0.977272051,2.464425173,0.8340067840000001,8.746128091000001,7000,1.344594765,0.0344827584667753,0.5689655171364377,0.0344827584667753,44330
81,81,81,人和乡,青白江区,60.2634,203.5729813,33.187639600000004,139.38808630000003,30.99725538,195.2760714,0.0,0.0,0.680346612,0.0,0.182532018,0.398251675,0.580783693,0.64176647,8.746128091000001,7000,0.503228047,0.0,0.3142857146300766,0.0,46457
82,82,82,祥福镇,青白江区,44.867,945.7284864,129.5161254,708.3379767000001,107.8743843,887.7125727,0.0,0.267457151,0.891523837,0.022288096,1.939064346,1.158980988,3.12033343,0.861735881,8.746128091000001,7000,1.152382401,0.0071428571657484,0.6214285714972454,0.085714285668503,38731
83,83,83,黄田坝街道,青羊区,5.92319,11063.80177,1146.848235,8229.687044,1687.2664899999995,7835.473790000001,0.506483837,1.350623566,1.857107403,7.259601667,44.06409384,10.63616058,61.95985609,0.867560165,14.06849109,18520,1.660935569,0.1171662125304978,0.7111716621161054,0.0217983651227037,12760
84,84,84,东坡街道,青羊区,2.71062,20445.87585,2853.590691,16137.63641,1454.648752,10756.57968,2.213515727,0.0,12.54325579,53.49329674,258.9813401,53.12437745,365.5990142,0.8402523040000001,14.06849109,22199,2.876440683,0.146316851693524,0.7083753786007884,0.0,8581
85,85,85,草市街街道,青羊区,0.912281,45184.54292,2919.056738,37621.08385,4644.402328,24230.47285,2.192306976,0.0,12.05768837,54.80767439,782.6535903,111.8076558,949.2689204,0.661628345,14.06849109,16039,8.829133263,0.0577367205563891,0.8244803695566141,0.0,3426
86,86,86,文家街道,青羊区,25.7255,2436.143126,224.329945,2045.674525,166.1386562,986.4531302,0.310975491,2.643291676,2.837651358,2.954267167,24.17834444,7.191308235,34.32391985,0.918183949,14.06849109,17708,3.477085458,0.0860702151709516,0.7044167608379961,0.0770101925290447,17127
87,87,87,光华街道,青羊区,3.26194,24453.23948,2323.463951,20112.57105,2017.204486,10760.77426,1.839396188,0.306566031,8.583848875,51.19652722,324.3468611,51.80965928,427.3530476,0.7050964,14.06849109,17027,5.433597194,0.1197991391602749,0.7589670014558708,0.0007173601141296,6269
88,88,88,汪家拐街道,青羊区,2.25898,26078.58414,1907.055397,20561.93503,3609.59371,18233.4505,3.098743681,1.3280330059999998,8.410875705,40.72634552,451.0885444,114.6535162,606.4684061,0.705296059,14.06849109,20365,8.857067066,0.0671532846729771,0.7437956204525193,0.0021897810218015,1596
89,89,89,新华西路街道,青羊区,1.19869,44808.082160000005,2353.402464,39704.17706,2750.502632,31833.91869,2.502732149,0.83424405,7.508196448,28.36429769,347.8797687,77.58469663,453.8287631,0.701671443,14.06849109,20729,7.168167542000001,0.0624999999917369,0.7665441174854437,0.0018382352945226,3197
90,90,90,苏坡街道,青羊区,12.2519,6061.753686999999,706.8291449,5035.219027,319.7055151,1813.188159,0.489719962,1.224299905,6.447979497,14.1202589,46.1152964,14.93645883,75.17201414,0.89300831,14.06849109,17291,4.859448531,0.1878393051129706,0.6134636264250561,0.0162866449569898,10856
91,91,91,西御河街道,青羊区,1.30971,24866.57352,1901.184232,19725.74081,3239.648472,14632.246830000002,0.7635278040000001,0.0,8.398805843,18.32466729,637.5457162,156.5231998,812.3935832999999,0.598973356,14.06849109,20164,6.771838709,0.0225563909743894,0.7847744360685918,0.0,1655
